action_date,action_date_fiscal_year,award_description,award_id,award_piid_ref,award_type,award_type_code,awarding_agency_code,awarding_agency_name,awarding_office_code,awarding_office_name,awarding_sub_agency_code,awarding_sub_agency_name,contract_award_unique_key,dollars_obligated,last_modified_date,naics_code,number_of_actions,parent_award_agency_id,parent_award_agency_name,plop_city,plop_congressional_district,plop_country_code,plop_country_name,plop_county,plop_state,plop_state_code,plop_zip,pop_end_date,pop_potential_end_date,pop_start_date,recipient_city,recipient_duns,recipient_name,recipient_zip_code,year,plop_zip_5,recipient_zip_code_5
2021-06-21 00:00:00,2021,DEVELOPMENT OF UP TO 15 QUICK-TURN ANALYSIS PRODUCTS AND SUPPORT OR A SIMILAR LEVEL OF EFFORT EQUIVALENT TO ONE PROCEDURE,70FB7020D00000003,70FB7021F00000160,DELIVERY ORDER,C,70,DEPARTMENT OF HOMELAND SECURITY (DHS),70FB70,INCIDENT SUPPORT SECTION(ISS70),7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,CONT_AWD_70FB7021F00000160_7022_70FB7020D00000003_7022,211999.0,2021-06-21 15:52:49,541611,1.0,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,204720001,2022-06-20 00:00:00,2022-06-20 00:00:00,2021-06-21 00:00:00,ROCKVILLE,79457138,NODI SOLUTIONS LLC,208501371.0,2021,20472,20850
2021-04-30 00:00:00,2021,ECONOMIC SYSTEMS INC:1108872 [21-001479],75N98020A00065,75N98021F00002,BPA CALL,A,75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75N980,NATIONAL INSTITUTES OF HEALTH OLAO,7529,NATIONAL INSTITUTES OF HEALTH,CONT_AWD_75N98021F00002_7529_75N98020A00065_7529,479969.0,2021-05-05 15:05:18,541611,1.0,7529,NATIONAL INSTITUTES OF HEALTH,FALLS CHURCH,11.0,USA,UNITED STATES,FAIRFAX,VIRGINIA,VA,220424576,2021-09-27 00:00:00,2021-09-27 00:00:00,2021-04-30 00:00:00,FALLS CHURCH,38798468,ECONOMIC SYSTEMS INC,220424568.0,2021,22042,22042
2021-04-29 00:00:00,2021,TECHNICAL WRITER SUPPORT SERVICES IN SUPPORT OF THE NATIONAL WEATHER SERVICE (NWS) ANALYZE AND FORECAST SUPPORT OFFICE (AFSO),1305M219CNWWM0023,1305M219CNWWM0023,DEFINITIVE CONTRACT,D,13,DEPARTMENT OF COMMERCE (DOC),1305M3,DEPT OF COMMERCE NOAA,1330,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,CONT_AWD_1305M219CNWWM0023_1330_-NONE-_-NONE-,141153.28,2021-04-29 20:36:48,541611,1.0,1330,DEPARTMENT OF COMMERCE (DOC),SILVER SPRING,8.0,USA,UNITED STATES,MONTGOMERY,MARYLAND,MD,209103280,2022-06-23 00:00:00,2024-06-23 00:00:00,2019-06-24 00:00:00,SILVER SPRING,830800913,ITEGRITY INC,209106255.0,2021,20910,20910
2021-05-21 00:00:00,2021,DEVELOP AND PRODUCE FORM 5500 PRIVATE PENSION PLAN BULLETINS AND SUPPORTING TABLES TO SUMMARIZE RESULTS BY ASSETS AND PARTICIPANTS BY TYPES OF HEALTH BENEFIT PLANS.,GS00F090CA,1605DC19F00326,DELIVERY ORDER,C,1601,DEPARTMENT OF LABOR (DOL),1605C1,DOL - CAS DIVISION 1 PROCUREMENT,1605,OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT,CONT_AWD_1605DC19F00326_1605_GS00F090CA_4732,225491.04,2021-05-21 11:24:50,541611,1.0,4732,FEDERAL ACQUISITION SERVICE,ANNANDALE,11.0,USA,UNITED STATES,FAIRFAX,VIRGINIA,VA,220030002,2021-09-29 00:00:00,2024-09-29 00:00:00,2019-09-30 00:00:00,ANNANDALE,81052516,ACTUARIAL RESEARCH CORPORATION,220033228.0,2021,22003,22003
2021-05-24 00:00:00,2021,"TO DE-OBLIGATE FUNDS IN THE AMOUNT OF -$29,256.88.",GS00F255CA,89303019FMA400210,DELIVERY ORDER,C,89,DEPARTMENT OF ENERGY (DOE),893030,HEADQUARTERS PROCUREMENT SERVICES,8900,"ENERGY, DEPARTMENT OF",CONT_AWD_89303019FMA400210_8900_GS00F255CA_4732,-29256.88,2021-05-24 14:00:15,541611,1.0,4732,FEDERAL ACQUISITION SERVICE,WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,205850610,2021-09-12 00:00:00,2024-09-12 00:00:00,2019-09-12 00:00:00,BOSTON,3808727,MOCA SYSTEMS INC,21094042.0,2021,20585,21094
2021-05-12 00:00:00,2021,A TOTAL OF 49 POLICE ADVISORY POSITIONS TO SUPPORT THE HOST NATION OF GUATEMALA.,19AQMM18D0143,19AQMM18F4448,DELIVERY ORDER,C,19,DEPARTMENT OF STATE (DOS),19AQMM,ACQUISITIONS - AQM MOMENTUM,1900,"STATE, DEPARTMENT OF",CONT_AWD_19AQMM18F4448_1900_19AQMM18D0143_1900,-62112.81,2021-05-12 08:04:48,541611,1.0,1900,"STATE, DEPARTMENT OF",GTM,GTM,GTM,GUATEMALA,GTM,GTM,GTM,GTM,2021-10-17 00:00:00,2024-04-17 00:00:00,2018-10-18 00:00:00,FAIRFAX,142444699,ATSG CORPORATION,220314518.0,2021,GTM,22031
2021-06-10 00:00:00,2021,"CDW CONSULTING SUPPORT. THE CONTRACTOR SHALL PERFORM IN ACCORDANCE WITH THE STATEMENT OF WORK (HEREIN). THIS TASK ORDER IS A FIRM FIXED PRICE TYPE CONTRACT. THE TOTAL ESTIMATED VALUE IS $5,490,742.58.",GS00F012BA,TIRNO15Z000170001,DELIVERY ORDER,C,20,DEPARTMENT OF THE TREASURY (TREAS),2032H5,NATIONAL OFFICE - PROCUREMENT OITA,2050,INTERNAL REVENUE SERVICE,CONT_AWD_TIRNO15Z000170001_2050_GS00F012BA_4732,149441.77,2021-06-23 09:31:36,541611,1.0,4732,FEDERAL ACQUISITION SERVICE,RESTON,10.0,USA,UNITED STATES,FAIRFAX,VIRGINIA,VA,201905400,2021-08-31 09:31:14,2022-08-31 09:31:14,2017-09-01 00:00:00,RESTON,134718985,BRILLIENT CORPORATION,201905298.0,2021,20190,20190
2021-06-22 00:00:00,2021,"NOAA FISHERIES, GARFO, PROGRAM SUPPORT SERVICES",1305M219ANFFM0007,1305M220FNFFM0294,BPA CALL,A,13,DEPARTMENT OF COMMERCE (DOC),1305M2,DEPT OF COMMERCE NOAA,1330,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,CONT_AWD_1305M220FNFFM0294_1330_1305M219ANFFM0007_1330,-276000.0,2021-06-22 14:55:09,541620,1.0,1330,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,WOODS HOLE,9.0,USA,UNITED STATES,BARNSTABLE,MASSACHUSETTS,MA,025431439,2021-09-30 00:00:00,2021-09-30 00:00:00,2020-10-01 00:00:00,WOODS HOLE,109173398,INTEGRATED STATISTICS INC,25431439.0,2021,02543,25431
2021-06-17 00:00:00,2021,"TO PROVIDE FDA CDER PASE WITH ACCREDITED WEB-BASED TRAINING COURSE, PRACTITIONERS GUIDE FOR IMPROVING ANTICOAGULANT USE",GS02Q16DCR0090,75F40119F80402,DELIVERY ORDER,C,75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75F401,FDA OFFICE OF ACQ  GRANT SVCS,7524,FOOD AND DRUG ADMINISTRATION,CONT_AWD_75F40119F80402_7524_GS02Q16DCR0090_4732,52710.32,2021-06-25 14:42:54,541612,1.0,4732,FEDERAL ACQUISITION SERVICE,ROCKVILLE,6.0,USA,UNITED STATES,MONTGOMERY,MARYLAND,MD,208506523,2022-09-11 00:00:00,2024-09-11 00:00:00,2019-09-06 00:00:00,ROCKVILLE,624889189,E-PAGA INC,208506523.0,2021,20850,20850
2021-06-03 00:00:00,2021,HRO SUPPORT SERVICES,75D30120D07259,75D30121F00047,DELIVERY ORDER,C,75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75D301,CDC OFFICE OF ACQUISITION SERVICES,7523,CENTERS FOR DISEASE CONTROL AND PREVENTION,CONT_AWD_75D30121F00047_7523_75D30120D07259_7523,247727.6,2021-06-03 14:09:29,541611,1.0,7523,CENTERS FOR DISEASE CONTROL AND PREVENTION,ATLANTA,6.0,USA,UNITED STATES,DEKALB,GEORGIA,GA,303413717,2022-06-21 00:00:00,2022-06-21 00:00:00,2021-06-03 14:09:27,ANCHORAGE,78452553,KATMAI RESOURCE MANAGEMENT LLC,995153096.0,2021,30341,99515
2021-05-25 00:00:00,2021,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,GS10F0330X,SAQMMA12F3790,DELIVERY ORDER,C,19,DEPARTMENT OF STATE (DOS),19AQMM,ACQUISITIONS - AQM MOMENTUM,1900,"STATE, DEPARTMENT OF",CONT_AWD_SAQMMA12F3790_1900_GS10F0330X_4732,-390.9,2021-06-11 08:30:10,541611,1.0,4732,FEDERAL ACQUISITION SERVICE,FREDERICKSBURG,7.0,USA,UNITED STATES,SPOTSYLVANIA,VIRGINIA,VA,224078337,2018-03-27 00:00:00,2018-03-27 00:00:00,2012-09-21 00:00:00,FREDERICKSBURG,624780958,CORTEK INC,224072627.0,2021,22407,22407
2021-05-24 00:00:00,2021,"SINCE DEVELOPMENT OF THE FRAMEWORK IN 2020, THE EPA TECHNICAL LEAD HAS BEEN PARTNERING WITH THE FEDERAL AND STATE AGENCIES TO PILOT THE AQUATIC RESOURCE TYPE CONVERSION FRAMEWORK ON A WETLAND RESTORATION PROJECT AND EVALUATE CHANGES THAT MAY BE REQUI",EPC17001,68HERC21F0233,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HERC,CINCINNATI ACQUISITION DIV (CAD),6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_68HERC21F0233_6800_EPC17001_6800,6486.19,2021-05-24 13:43:02,541620,1.0,6800,ENVIRONMENTAL PROTECTION AGENCY,TOMBALL,10.0,USA,UNITED STATES,HARRIS,TEXAS,TX,773778005,2022-05-23 00:00:00,2022-05-23 00:00:00,2021-05-24 00:00:00,TOMBALL,78682688,ECOSYSTEM PLANNING AND RESTORATION LLC,773778005.0,2021,77377,77377
2021-05-12 00:00:00,2021,THE PURPOSE OF THIS TASK ORDER IS TO PROVIDE SUPPORT FOR ASIAN AMERICAN NATIVE AMERICAN PACIFIC ISLANDER SERVING INSTITUTIONS (AANAPISI) AND NATIVE AMERICAN SERVING NONTRIBAL INSTITUTIONS (NASNTI) GRANT PEER REVIEW.,91990020A0024,91990021F0331,BPA CALL,A,91,DEPARTMENT OF EDUCATION (ED),919900,CONTRACTS AND ACQUISTIONS MANAGEMEN,9100,"EDUCATION, DEPARTMENT OF",CONT_AWD_91990021F0331_9100_91990020A0024_9100,64452.59,2021-05-12 11:49:30,541611,1.0,9100,"EDUCATION, DEPARTMENT OF",ARLINGTON,8.0,USA,UNITED STATES,ARLINGTON,VIRGINIA,VA,222092463,2021-09-30 00:00:00,2021-09-30 00:00:00,2021-05-12 00:00:00,ARLINGTON,826564200,ANLAR LLC,222092463.0,2021,22209,22209
2021-05-24 00:00:00,2021,COMMUNITY RESILIENCE SEMINAR,AG3187B170005,12318719F0378,BPA CALL,A,12,DEPARTMENT OF AGRICULTURE (USDA),123187,USDA FOREST SERVICE,12C2,FOREST SERVICE,CONT_AWD_12318719F0378_12C2_AG3187B170005_12C2,-107.73,2021-05-24 17:52:24,541611,1.0,12C2,FOREST SERVICE,ARLINGTON,8.0,USA,UNITED STATES,ARLINGTON,VIRGINIA,VA,222031867,2020-04-08 00:00:00,2020-04-08 00:00:00,2019-08-15 00:00:00,ARLINGTON,114391543,TRAINING RESOURCES GROUP INC,222031867.0,2021,22203,22203
2021-04-29 00:00:00,2021,"ENGINEERING SUPPORT FOR FLIGHT OC1 NANOTUBE SLITS, WITNESS SAMPLE AND MOUNTING HARDWARE FIDUCIALIZATION",80NSSC20P0835,80NSSC20P0835,PURCHASE ORDER,B,80,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),80NSSC,NASA SHARED SERVICES CENTER,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,CONT_AWD_80NSSC20P0835_8000_-NONE-_-NONE-,12000.0,2021-04-30 12:21:47,541690,1.0,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),HARWOOD,5.0,USA,UNITED STATES,ANNE ARUNDEL,MARYLAND,MD,207760001,2021-06-01 00:00:00,2021-06-01 00:00:00,2020-02-10 00:00:00,HARWOOD,79679350,HAGOPIAN JOHN G,207762200.0,2021,20776,20776
2021-05-06 00:00:00,2021,PLANNER-ESTIMATOR BOISE-SPOKANE DEOBLIGATION,47PL0218A0001,47PL0220F0060,BPA CALL,A,47,GENERAL SERVICES ADMINISTRATION (GSA),47PL02,PBS R10,4740,PUBLIC BUILDINGS SERVICE,CONT_AWD_47PL0220F0060_4740_47PL0218A0001_4740,-36058.4,2021-05-06 14:26:40,541611,1.0,4740,PUBLIC BUILDINGS SERVICE,BOISE,2.0,USA,UNITED STATES,ADA,IDAHO,ID,837240101,2021-02-28 00:00:00,2021-02-28 00:00:00,2020-03-01 00:00:00,LEESBURG,78428718,BUILDING PEOPLE LLC THE,201763112.0,2021,83724,20176
2021-05-13 00:00:00,2021,P00004 - DEOB STUDENT SERVICE CONTRACT - KAITLYN JEANIS,140G0220P0022,140G0220P0022,PURCHASE ORDER,B,14,DEPARTMENT OF THE INTERIOR (DOI),140G02,OFC OF ACQUISITION  GRANTS-DENVER,1434,US GEOLOGICAL SURVEY,CONT_AWD_140G0220P0022_1434_-NONE-_-NONE-,-1.43,2021-05-13 14:48:33,541620,1.0,1434,DEPARTMENT OF THE INTERIOR (DOI),BOULDER,2.0,USA,UNITED STATES,BOULDER,COLORADO,CO,803031003,2022-01-05 00:00:00,2022-01-05 00:00:00,2020-01-06 00:00:00,BOULDER,117322333,JEANIS KAITYLN,803043208.0,2021,80303,80304
2021-06-11 00:00:00,2021,BOUNDARY CORRECTION FOR CHESTERVILLE PLANTATION SITE,80LARC17C0005,80LARC21F0129,DELIVERY ORDER,C,80,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),80LARC,NASA LANGLEY RESEARCH CENTER,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,CONT_AWD_80LARC21F0129_8000_80LARC17C0005_8000,5231.0,2021-06-11 11:29:17,541620,1.0,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,HAMPTON,2.0,USA,UNITED STATES,HAMPTON CITY,VIRGINIA,VA,236812143,2021-09-30 00:00:00,2021-09-30 00:00:00,2021-06-11 00:00:00,LAS VEGAS,826953155,HSG LLC,891035860.0,2021,23681,89103
2021-05-07 00:00:00,2021,CHANGE MANAGEMENT BPA HRD BPA CALL CLOSEOUT AND DEOBLIGATION,15PADA19A00000001,15PADH19F00000002,BPA CALL,A,15,DEPARTMENT OF JUSTICE (DOJ),15PADH,OJP OA HUMAN RESOURCES,1550,OFFICE OF JUSTICE PROGRAMS,CONT_AWD_15PADH19F00000002_1550_15PADA19A00000001_1550,-42156.11,2021-06-04 17:29:12,541611,1.0,1550,OFFICE OF JUSTICE PROGRAMS,WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,200360293,2020-08-15 00:00:00,2020-08-15 00:00:00,2019-03-16 00:00:00,WASHINGTON,828350285,CLEARING INC THE,200362603.0,2021,20036,20036
2021-05-14 00:00:00,2021,ADDING FUNDS FOR OPTION YEAR 2 ON CONTRACT 6973GH-19-00008 - LOGISTICS AND PROFESSIONAL SUPPORT SERVICES,6973GH19D00008,6973GH21F00094,DELIVERY ORDER,C,69,DEPARTMENT OF TRANSPORTATION (DOT),6973GH,6973GH FRANCHISE ACQUISITION SVCS,6920,FEDERAL AVIATION ADMINISTRATION,CONT_AWD_6973GH21F00094_6920_6973GH19D00008_6920,55151.25,2021-05-14 08:42:56,541611,1.0,6920,FEDERAL AVIATION ADMINISTRATION,SAINT IGNATIUS,0.0,USA,UNITED STATES,LAKE,MONTANA,MT,598659008,2021-11-30 00:00:00,2021-11-30 00:00:00,2020-11-18 00:00:00,SAINT IGNATIUS,782797869,S&K ENGINEERING AND RESEARCH LLC,598659008.0,2021,59865,59865
2021-05-12 00:00:00,2021,"FSS SERVICES WHICH INCLUDE BUDGET FORMULATION, BUDGET OPERATIONS, BUDGET EXECUTION, FINANCIAL REPORTING SERVICES, LABOR PROCESSING AND ANALYSIS AND COST ACCOUNTING, REIMBURSABLE AGREEMENTS MANAGEMENT SERVICES, QUALITY ASSURANCE SERVICES, PROGRAMS.",NNA14AC46C,NNA14AC46C,DEFINITIVE CONTRACT,D,80,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),80ARC0,NASA AMES RESEARCH CENTER,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,CONT_AWD_NNA14AC46C_8000_-NONE-_-NONE-,271044.83,2021-06-03 17:18:53,541611,1.0,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),MOFFETT FIELD,18.0,USA,UNITED STATES,SANTA CLARA,CALIFORNIA,CA,940350001,2022-01-13 00:00:00,2022-01-13 00:00:00,2014-10-14 00:00:00,HOUSTON,79150218,LOGICAL-R JOINT VENTURE LLC THE,770582621.0,2021,94035,77058
2021-06-10 00:00:00,2021,LDSS #27:  DOI TALENT COMPETENCIES CONSULTING SERVICES,140D0420A0003,140D0420F0360,BPA CALL,A,14,DEPARTMENT OF THE INTERIOR (DOI),140D04,IBC ACQ SVCS DIRECTORATE (00004),1406,DEPARTMENTAL OFFICES,CONT_AWD_140D0420F0360_1406_140D0420A0003_1406,72376.0,2021-06-16 17:23:40,541611,1.0,1406,DEPARTMENTAL OFFICES,WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,202400001,2021-11-30 00:00:00,2021-11-30 00:00:00,2020-06-11 00:00:00,DAYTON,788088594,LDSS INC,454311251.0,2021,20240,45431
2021-06-02 00:00:00,2021,SENIOR PROGRAM OFFICER SUPPORT TO THE BUREAU OF EDUCATIONAL AND CULTURAL AFFAIRS OFFICE.,19AQMM18D0085,19AQMM21F2178,DELIVERY ORDER,C,19,DEPARTMENT OF STATE (DOS),19AQMM,ACQUISITIONS - AQM MOMENTUM,1900,"STATE, DEPARTMENT OF",CONT_AWD_19AQMM21F2178_1900_19AQMM18D0085_1900,145796.1,2021-06-04 10:34:16,541611,1.0,1900,"STATE, DEPARTMENT OF",WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,205200001,2022-06-20 00:00:00,2025-06-20 00:00:00,2021-06-02 00:00:00,ANCHORAGE,808113562,TATITLEK TECHNOLOGIES INC,995033673.0,2021,20520,99503
2021-06-03 00:00:00,2021,"BPA CALL AWARD FOR THE SERVICES OF A SENIOR CONTRACT SUPPORT SPECIALIST WITH A PERIOD OF PERFORMANCE OF 06-21-2021 THROUGH 06-20-2022 IN THE AMOUNT OF $211,418.60 FOR INL/EX/GAPP LOCATED IN WASHINGTON, D.C.",191NLE19A0004,191NLE21F7035,BPA CALL,A,19,DEPARTMENT OF STATE (DOS),191NLE,ACQUISITIONS - INL,1900,"STATE, DEPARTMENT OF",CONT_AWD_191NLE21F7035_1900_191NLE19A0004_1900,211418.6,2021-06-04 08:39:18,541611,1.0,1900,"STATE, DEPARTMENT OF",WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,200372418,2022-06-20 00:00:00,2026-06-20 00:00:00,2021-06-21 00:00:00,ATLANTA,790293331,TOTALLY JOINED FOR ACHIEVING COLLABORATIVE TECHNIQUES (TJFACT) LLC,303032946.0,2021,20037,30303
2021-05-06 00:00:00,2021,"ADVANCED FACILITATION TRAINING FOR CRT EMPLOYEES IN AN EFFORT TO CREATE A CADRE OF INDIVIDUALS WHO CAN SKILLFULLY AND EFFECTIVELY LEAD COMPLEX, NUANCED DISCUSSION PER THE ATTACHED QUOTE.",15DDHQ20A00000013,15JCRT21F00000030,BPA CALL,A,15,DEPARTMENT OF JUSTICE (DOJ),15JCRT,CIVIL RIGHTS DIVISION,1501,"OFFICES, BOARDS AND DIVISIONS",CONT_AWD_15JCRT21F00000030_1501_15DDHQ20A00000013_1524,18516.0,2021-05-07 13:05:32,541611,1.0,1524,DRUG ENFORCEMENT ADMINISTRATION,WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,200023503,2022-05-05 00:00:00,2022-05-05 00:00:00,2021-05-06 00:00:00,WASHINGTON,828350285,CLEARING INC THE,200362603.0,2021,20002,20036
2021-06-03 00:00:00,2021,MOD P00005: ADD ADDITIONAL FUNDING FOR SCA WAGE INCREASES - REGIONAL TASK ORDER FOR RECORDS AND INFORMATION MANAGEMENT SERVICES,68HE0720D0001,68HE0720F0063,DELIVERY ORDER,C,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE07,REGION 7 CONTRACTING OFFICE,6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_68HE0720F0063_6800_68HE0720D0001_6800,9609.6,2021-06-03 11:32:00,541611,1.0,6800,ENVIRONMENTAL PROTECTION AGENCY,LENEXA,3.0,USA,UNITED STATES,JOHNSON,KANSAS,KS,662199601,2022-03-01 00:00:00,2022-03-01 00:00:00,2020-03-02 00:00:00,LAUREL,141126925,CAPITOL ADVISORS OF TECHNOLOGY LLC,207231032.0,2021,66219,20723
2021-06-11 00:00:00,2021,SPACE COMMUNICATION AND SPECTRUM MANAGEMENT OFFICE INTEGRATED SCHEDULE SUPPORT,NNC14BA03B,NNC17TA33T,DELIVERY ORDER,C,80,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),80GRC0,NASA GLENN RESEARCH CENTER,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,CONT_AWD_NNC17TA33T_8000_NNC14BA03B_8000,89253.07,2021-06-16 11:11:40,541611,1.0,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,ALEXANDRIA,8.0,USA,UNITED STATES,FAIRFAX,VIRGINIA,VA,223062800,2021-09-30 00:00:00,2021-09-30 00:00:00,2016-12-12 00:00:00,ALEXANDRIA,829797252,SUMMIT TECHNOLOGIES & SOLUTIONS INC,223062800.0,2021,22306,22306
2021-06-09 00:00:00,2021,"THE PURPOSE OF THIS MODIFICATION IS TO:  1.EXTEND THE POP FROM 9/30/2021 TO 12/31/2021,  2. REALLOCATE LEVEL OF EFFORT (LOE), AND  2. INCREASE THE LOE BY $20,140.",68HE0118A0003,68HE0120F0052,BPA CALL,A,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HE01,REGION 1 CONTRACTING OFFICE,6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_68HE0120F0052_6800_68HE0118A0003_6800,20140.0,2021-06-10 16:10:21,541620,1.0,6800,ENVIRONMENTAL PROTECTION AGENCY,TRAVERSE CITY,1.0,USA,UNITED STATES,GRAND TRAVERSE,MICHIGAN,MI,496863458,2021-09-30 00:00:00,2021-09-30 00:00:00,2020-09-30 00:00:00,TRAVERSE CITY,800884181,GREAT LAKES ENVIRONMENTAL CENTER INC,496863458.0,2021,49686,49686
2021-05-14 00:00:00,2021,FUNDING ONLY ACTION - FUNDING ITEM 1008 FROM BASE CONTRACT - IHS TELE-RETINA PROGRAM SUPPORT SERVICES AND EQUIPMENT PURCHASE,75H70421C00003,75H70421C00003,DEFINITIVE CONTRACT,D,75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75H704,DIVISION OF ACQUISITIONS POLICY HQ,7527,INDIAN HEALTH SERVICE,CONT_AWD_75H70421C00003_7527_-NONE-_-NONE-,36997.0,2021-05-14 14:45:52,541690,1.0,7527,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),ROCKVILLE,8.0,USA,UNITED STATES,MONTGOMERY,MARYLAND,MD,208570002,2022-02-27 00:00:00,2026-02-28 00:00:00,2021-02-22 00:00:00,CONSHOHOCKEN,136567893,ESTENDA SOLUTIONS INC,194281979.0,2021,20857,19428
2021-04-30 00:00:00,2021,THIS IS A UNILATERAL MODIFICATION TO INCREMENTALLY FUND TO 69319520F300026,69319519D000030,69319520F300026,DELIVERY ORDER,C,69,DEPARTMENT OF TRANSPORTATION (DOT),693195,693195 OFFICE OF ACQUISITION MGT,6955,FEDERAL TRANSIT ADMINISTRATION,CONT_AWD_69319520F300026_6955_69319519D000030_6955,1277041.0,2021-05-04 11:15:04,541611,1.0,6955,FEDERAL TRANSIT ADMINISTRATION,ENGLEWOOD,6.0,USA,UNITED STATES,ARAPAHOE,COLORADO,CO,801125125,2025-03-11 00:00:00,2025-03-11 00:00:00,2020-03-12 00:00:00,ENGLEWOOD,626953939,LS GALLEGOS & ASSOCIATES INC,801125125.0,2021,80112,80112
2021-06-10 00:00:00,2021,P00004 REGIONAL NEWSPAPER PUBLICATION,GS10F144BA,VA101F17J3118,DELIVERY ORDER,C,36,DEPARTMENT OF VETERANS AFFAIRS (VA),36C10F,OFFICE OF CONSTRUCTION & FACILITIES MGMT (36C10F),3600,"VETERANS AFFAIRS, DEPARTMENT OF",CONT_AWD_VA101F17J3118_3600_GS10F144BA_4732,24675.0,2021-06-24 13:56:39,541620,1.0,4732,FEDERAL ACQUISITION SERVICE,GURNEE,10.0,USA,UNITED STATES,LAKE,ILLINOIS,IL,600312057,2021-09-30 00:00:00,2021-09-30 00:00:00,2017-09-29 00:00:00,COLORADO SPRINGS,787938500,GRYPHON ENVIRONMENTAL LLC,809032231.0,2021,60031,80903
2021-05-05 00:00:00,2021,"THE CONTRACTOR SHALL CONDUCT, COORDINATE AND COLLABORATE ON TERMINOLOGY STANDARDS ACTIVITIES WITHIN AND BEYOND VA INCLUDING KNOWLEDGE MANAGEMENT, ORGANIZING, INTEGRATING, MAINTAINING PERPETUALLY LICENSED OR OPEN SOURCE HEALTHCARE TERMINOLOGIES.",VA70115D0033,36C77619N0122,DELIVERY ORDER,C,36,DEPARTMENT OF VETERANS AFFAIRS (VA),36C776,PCAC HEALTH INFORMATION (36C776),3600,"VETERANS AFFAIRS, DEPARTMENT OF",CONT_AWD_36C77619N0122_3600_VA70115D0033_3600,-46642.87,2021-05-05 13:09:07,541690,1.0,3600,"VETERANS AFFAIRS, DEPARTMENT OF",CLIFTON,11.0,USA,UNITED STATES,FAIRFAX,VIRGINIA,VA,201240905,2020-09-26 00:00:00,2020-09-26 00:00:00,2019-09-27 00:00:00,CLIFTON,957754344,J P SYSTEMS INC,201241831.0,2021,20124,20124
